ticket_id,customer_id,created_date,channel,subject,ticket_text,category,priority
TKT-101470,CUST-5553,2026-04-12 02:48,Email,Tracking not updating,"Received only part of my order, the desk lamp is missing from the package.",Shipping & Delivery,High
TKT-101202,CUST-8045,2026-04-12 05:28,Web Form,Account locked,"Hi team, forgot my password and the reset email never arrived, checked spam folder too.",Account Access,Medium
TKT-100301,CUST-1448,2026-04-12 05:47,Phone,Unexpected charge of $9.99,Just following up on something I reported earlier.,Billing Issue,Low
TKT-100990,CUST-7011,2026-04-12 07:15,Web Form,Account locked,"Can't change my username, the field is greyed out in settings. Thank you.",Account Access,Low
TKT-102066,CUST-1292,2026-04-12 07:53,Web Form,New feature idea,"Hi, would it be possible to integrate search function with Slack for real-time alerts?",Feature Request,Low
TKT-100791,CUST-3565,2026-04-12 10:59,Email,Damaged item received,"Hello, just want to double check the estimated delivery window for order ORD-16504.",Shipping & Delivery,Low
TKT-100407,CUST-3463,2026-04-12 11:24,Email,Question about my invoice,"My card was charged $129.99 on May 09, 2026 but I never authorized this transaction.",Billing Issue,Critical
TKT-101985,CUST-7755,2026-04-12 11:35,Web Form,Partial refund needed,Order ORD-71644 is stuck at 'processing' for over 2 days now with no movement.,Refund Request,Low
TKT-100562,CUST-8904,2026-04-12 11:36,Web Form,Request: dark mode support,"any chance of adding a dark theme option across the whole platform, not just file upload feature?",Feature Request,Low
TKT-102196,CUST-2716,2026-04-12 15:11,Phone,Order stuck in processing,"I'd like to request expedited shipping for order ORD-14826, is that possible after the order's placed? Appreciate the help.",Shipping & Delivery,Low
TKT-100019,CUST-9867,2026-04-12 16:07,Phone,Duplicate charge on my account,"There's a $29.99 charge on my statement I don't recognize, can you clarify what this is for? Please advise.",Billing Issue,Medium
TKT-100326,CUST-5558,2026-04-12 17:16,Phone,Package marked delivered but missing,"The wireless mouse arrived damaged, the box was crushed during shipping. Please advise.",Shipping & Delivery,High
TKT-101743,CUST-5936,2026-04-12 18:56,Phone,Premium Plan vs Standard Plan comparison,"does the Premium Plan include access to two-factor authentication, or is that a separate add-on?",Product Inquiry,Low
TKT-100858,CUST-9748,2026-04-13 01:19,Web Form,Enterprise Plan vs Basic Plan comparison,"Hi team, how does the desk lamp compare to your previous model in terms of battery life?",Product Inquiry,Low
TKT-101991,CUST-3715,2026-04-13 02:19,Email,Unable to reset password,"Please remove my old email address as a backup recovery option, it's no longer active. Please advise.",Account Access,Low
TKT-101355,CUST-8844,2026-04-13 03:03,Phone,Integration request,"it would be great if the calendar sync supported dark mode, staring at the bright screen at night is rough.",Feature Request,Low
TKT-101695,CUST-4189,2026-04-13 04:44,Phone,Refund not received yet,Can I get a refund instead of store credit for order ORD-13555? Store credit doesn't work for me.,Refund Request,Low
TKT-101468,CUST-9449,2026-04-13 06:57,Web Form,Pricing question,"Hi, do you have plans to release a Windows laptop version of the app? Looking forward to your response.",Product Inquiry,Low
TKT-100485,CUST-7185,2026-04-13 11:28,Chat,Unable to reset password,"Hello, my account got flagged for suspicious activity, but it was just me logging in from a new laptop.",Account Access,Medium
TKT-100540,CUST-4647,2026-04-13 11:33,Web Form,Product availability question,"hey just wondering if the wireless headphones works with Android phone, thinking about buying one Please advise.",Product Inquiry,Low
TKT-100611,CUST-3318,2026-04-13 13:28,Phone,Unable to reset password,how long does account verification usually take? Submitted my documents 9 days ago.,Account Access,Low
TKT-101244,CUST-1753,2026-04-13 14:36,Phone,Account suspended,"I need assistance, pls respond when u get a chance.",Account Access,Low
TKT-101728,CUST-9695,2026-04-13 15:02,Web Form,Tracking not updating,Just want to double check the estimated delivery window for order ORD-18164.,Shipping & Delivery,Low
TKT-101060,CUST-6490,2026-04-13 15:26,Email,Suggestion for customer portal improvement,Could you add two-way calendar sync to customer portal? Right now it's only one direction.,Feature Request,Low
TKT-101028,CUST-9004,2026-04-13 19:36,Chat,Requesting refund for Standard Plan,"Hello Support, i'd like to request a full refund for order ORD-37244, the wireless headphones doesn't work as advertised. Appreciate the help.",Refund Request,High
TKT-100377,CUST-1786,2026-04-13 22:53,Phone,dashboard not working,"could you check why the dashboard sync with our calendar stopped working since May 23, 2026?",Technical Issue,Medium
TKT-102025,CUST-4780,2026-04-13 23:28,Web Form,Account recovery needed,My account got logged out on all devices and now won't let me back in at all.,Account Access,High
TKT-101933,CUST-1059,2026-04-13 23:32,Phone,Suspicious login activity,"Hello Support, please prioritize this, it's been an ongoing issue for a bit now.",Account Access,High
TKT-101124,CUST-2878,2026-04-14 04:15,Chat,Pricing question,"Hi, wondering what languages the notification settings currently supports. Please advise.",Product Inquiry,Medium
TKT-101223,CUST-8858,2026-04-14 04:19,Web Form,Order ORD-83022 delayed,"my package never came and tracking just stopped updating since February 18, 2026, kinda annoyed tbh",Shipping & Delivery,Medium
TKT-101704,CUST-9421,2026-04-14 05:29,Phone,Suggestion for mobile app improvement,pls add a way to schedule reports in mobile app instead of generating them manually each time.,Feature Request,Low
TKT-101538,CUST-5190,2026-04-14 05:45,Web Form,Compatibility question,does the USB-C hub come in any other colors besides what's shown on the website? Looking forward to ur response.,Product Inquiry,Low
TKT-101139,CUST-4357,2026-04-14 06:22,Email,Pricing question,is the ergonomic keyboard compatible with Samsung tablet? Thanks.,Product Inquiry,Low
TKT-101995,CUST-8486,2026-04-14 07:53,Email,Invoice request,My credit card on file expired and I think that's why my last payment of $149.99 bounced.,Billing Issue,Medium
TKT-101571,CUST-5835,2026-04-14 08:09,Phone,Error 500 Internal Server Error when using mobile app,I'm getting error 500 Internal Server Error every time I try to open the mobile app on my iPad. It's been happening for 7 days now.,Technical Issue,High
TKT-101614,CUST-4917,2026-04-14 08:28,Email,Requesting refund for Annual Membership,It's been 6 days since I returned the portable charger and I still haven't received my refund of $129.99.,Refund Request,High
TKT-100706,CUST-1031,2026-04-14 09:11,Chat,Feature suggestion for notification settings,"Suggesting an API rate limit increase for the Premium Plan tier, we're hitting limits often.",Feature Request,Medium
TKT-100650,CUST-8657,2026-04-14 10:06,Chat,Account recovery needed,"i cant get into my account, tried everything, pls help asap",Account Access,High
TKT-100664,CUST-6011,2026-04-14 11:31,Web Form,Error TIMEOUT_108 when using customer portal,"I can't upload files through the customer portal, it just shows error TIMEOUT_108 and nothing happens.",Technical Issue,High
TKT-100191,CUST-5701,2026-04-14 12:52,Email,Refund not received yet,Can I get a refund instead of store credit for order ORD-74933? Store credit doesn't work for me. Appreciate the help.,Refund Request,Low
TKT-102197,CUST-6229,2026-04-14 17:48,Phone,Partial refund needed,"Hello Support, requesting a refund for my Standard Plan subscription, I was charged but never used the service.",Refund Request,Low
TKT-101884,CUST-9835,2026-04-14 18:11,Web Form,Feature suggestion for billing portal,"Hello Support, suggestion: allow custom notification schedules instead of the fixed default times. Thanks.",Feature Request,Low
TKT-100681,CUST-6027,2026-04-14 18:43,Chat,Refund amount incorrect,"I'd like to request a full refund for order ORD-79286, the noise-cancelling earbuds doesn't work as advertised. Thanks.",Refund Request,Medium
TKT-101954,CUST-4826,2026-04-14 20:33,Web Form,Question about wireless headphones,"can I try the wireless headphones in person at a physical store, or is it online-only?",Product Inquiry,Low
TKT-102020,CUST-7679,2026-04-14 21:43,Phone,Product availability question,What's included in the warranty for the webcam?,Product Inquiry,Low
TKT-101725,CUST-8874,2026-04-14 22:49,Chat,Can't log in to my account,"Hello, locked out of my account after too many failed login attempts, can someone unlock it? Please advise.",Account Access,High
TKT-100088,CUST-2534,2026-04-14 23:55,Chat,Question about wireless headphones,Does the wireless headphones come in any other colors besides what's shown on the website?,Product Inquiry,Low
TKT-101224,CUST-1484,2026-04-15 02:00,Chat,Damaged item received,"Hi team, reaching out again as I haven't heard back about my last message. Looking forward to your response.",Shipping & Delivery,Medium
TKT-101748,CUST-3953,2026-04-15 02:30,Email,Suspicious login activity,"Hi, how do I change the email address linked to my account? Looking forward to your response.",Account Access,Low
TKT-102097,CUST-2274,2026-04-15 03:51,Phone,Suggestion for data export tool improvement,"Hello, it would help a lot if data export tool had an offline mode for when we lose internet.",Feature Request,Low
TKT-102001,CUST-2015,2026-04-15 04:19,Chat,Integration request,can you add support for recurring tasks within file upload feature? Currently have to recreate them manually.,Feature Request,Medium
TKT-102124,CUST-4781,2026-04-15 08:29,Chat,App crashing on iPad,"After updating the app, the search function button is missing entirely from the menu.",Technical Issue,Medium
TKT-100241,CUST-9879,2026-04-15 14:01,Chat,Refund for double billing,"could you send me a copy of my invoice for May 11, 2026? I need it for expense reporting.",Billing Issue,Low
TKT-101577,CUST-5496,2026-04-15 17:20,Chat,App crashing on Windows laptop,"Hello, after updating the app, the search function button is missing entirely from the menu. Looking forward to your response.",Technical Issue,Medium
TKT-101784,CUST-3165,2026-04-15 18:43,Chat,Subscription renewal issue,"Hi, i'm being charged in the wrong currency, it should be USD not what's showing on my statement.",Billing Issue,Medium
TKT-101997,CUST-2183,2026-04-15 18:59,Chat,Enterprise Plan vs Premium Plan comparison,Requesting the option to customize the dashboard layout in two-factor authentication.,Product Inquiry,Low
TKT-100581,CUST-5065,2026-04-15 19:39,Web Form,Integration request,Is there a student or non-profit discount available for the Pro Plan? Appreciate the help.,Feature Request,Low
TKT-100647,CUST-4131,2026-04-15 22:12,Phone,Sync issue with dark mode setting,i've been a customer for a while and this experience has been disappointing. Thanks.,Technical Issue,Medium
TKT-101890,CUST-3704,2026-04-16 03:13,Phone,Request: dark mode support,"Hi, would be cool if reporting module had a search filter by date range, kinda needed tbh",Feature Request,Low
TKT-100119,CUST-6918,2026-04-16 04:32,Phone,Refund amount incorrect,"i cancelled my Enterprise Plan within the trial period but was still charged $49.99, pls refund. Appreciate the help.",Refund Request,High
TKT-100971,CUST-3543,2026-04-16 05:23,Phone,Package marked delivered but missing,my tracking number for order ORD-60123 isn't working on the carrier's website.,Shipping & Delivery,Medium
TKT-100566,CUST-8154,2026-04-16 05:57,Chat,Unable to reset password,"Hi team, how do I change the email address linked to my account? Thank you.",Account Access,Low
TKT-100380,CUST-4233,2026-04-16 07:00,Web Form,Order stuck in processing,"I received the wrong item, ordered a tablet case but got something completely different.",Shipping & Delivery,High
TKT-100756,CUST-5948,2026-04-16 09:11,Email,Package marked delivered but missing,My tracking number for order ORD-31996 isn't working on the carrier's website. Appreciate the help.,Shipping & Delivery,Medium
TKT-100189,CUST-2769,2026-04-16 11:22,Phone,2FA code not received,i'm an admin but suddenly can't access the billing section of our account anymore. Thank you.,Account Access,High
TKT-100988,CUST-7507,2026-04-16 13:20,Chat,Integration request,is customer data encrypted when using file upload feature? Need this for our compliance review.,Feature Request,Medium
TKT-100314,CUST-1678,2026-04-16 13:26,Phone,Requesting refund for Premium Plan,"my package never came and tracking just stopped updating since February 04, 2026, kinda annoyed tbh",Refund Request,Medium
TKT-101707,CUST-2743,2026-04-16 15:30,Chat,Billing discrepancy,"i'd like to understand the breakdown of charges on my latest bill, the total doesn't match what I expected.",Billing Issue,Medium
TKT-100896,CUST-4960,2026-04-16 15:50,Web Form,2FA code not received,my account got logged out on all devices and now won't let me back in at all.,Account Access,Medium
TKT-101265,CUST-3993,2026-04-16 16:44,Chat,Refund amount incorrect,Why did my Annual Membership price increase from last month without any notice?,Refund Request,Medium
TKT-102081,CUST-6394,2026-04-16 17:50,Phone,App crashing on MacBook,"Hello, integration with our third-party tool stopped working after your last update, error ERR_4042 appears constantly. Thanks.",Technical Issue,High
TKT-100390,CUST-8698,2026-04-16 19:34,Chat,Order ORD-19413 delayed,"Hi team, my tracking number for order ORD-19413 isn't working on the carrier's website. Please advise.",Shipping & Delivery,Medium
TKT-101328,CUST-3402,2026-04-16 20:18,Web Form,Update payment method,Charged $79.99 for a plan I never signed up for. This needs to be reversed today.,Billing Issue,Critical
TKT-101082,CUST-5330,2026-04-16 21:08,Phone,Account locked,"I want to downgrade my account permissions for one of my team members, where do I do that? Looking forward to ur response.",Account Access,Low
TKT-100004,CUST-6358,2026-04-16 21:09,Phone,2FA code not received,"Hello Support, account access is completely blocked for our whole team since this morning, please escalate.",Account Access,Critical
TKT-101859,CUST-5215,2026-04-17 00:12,Email,Order ORD-42513 delayed,Can you expedite a replacement shipment for the damaged monitor stand from order ORD-42513?,Shipping & Delivery,High
TKT-101828,CUST-6143,2026-04-17 01:38,Phone,Suspicious login activity,"hello, my account got flagged for suspicious activity, but it was just me logging in from a new laptop.",Account Access,Medium
TKT-100200,CUST-9812,2026-04-17 05:12,Chat,Account suspended,"i never received the two-factor authentication code to my phone, I'm stuck on the login screen. Thx.",Account Access,High
TKT-101662,CUST-5536,2026-04-17 05:19,Web Form,Account suspended,How long does account verification usually take? Submitted my documents 7 days ago.,Account Access,Low
TKT-101518,CUST-6039,2026-04-17 05:40,Web Form,Account locked,"I never received the two-factor authentication code to my phone, I'm stuck on the login screen.",Account Access,High
TKT-102102,CUST-9744,2026-04-17 07:10,Web Form,Question about noise-cancelling earbuds,"Hello, do you have plans to release a MacBook version of the app?",Product Inquiry,Low
TKT-100514,CUST-8508,2026-04-17 07:51,Email,Suspicious login activity,Getting 'invalid credentials' error even though I just reset the password successfully. Thanks.,Account Access,Medium
TKT-100597,CUST-4791,2026-04-17 17:07,Email,Order ORD-47598 delayed,"The webcam arrived damaged, the box was crushed during shipping.",Shipping & Delivery,High
TKT-100366,CUST-6156,2026-04-17 19:29,Email,Tracking not updating,"Hi, i need assistance, please respond when you get a chance.",Shipping & Delivery,Low
TKT-101750,CUST-1201,2026-04-17 19:39,Email,Account recovery needed,"my account shows as suspended, I have no idea why. Pls help urgently, I need this for work.",Account Access,High
TKT-100631,CUST-1140,2026-04-17 22:15,Email,Unable to reset password,"Can't change my username, the field is greyed out in settings. Appreciate the help.",Account Access,Low
TKT-101293,CUST-8605,2026-04-18 04:10,Phone,Enterprise Plan vs Basic Plan comparison,Is customer data encrypted when using dark mode setting? Need this for our compliance review.,Product Inquiry,Medium
TKT-101888,CUST-3421,2026-04-18 06:07,Web Form,Compatibility question,"hey just wondering if the bluetooth speaker works with Samsung tablet, thinking about buying one",Product Inquiry,Low
TKT-100609,CUST-8473,2026-04-18 10:39,Web Form,Damaged item received,Why was my order split into multiple shipments? I only see tracking for one of them.,Shipping & Delivery,Low
TKT-101274,CUST-2286,2026-04-18 13:23,Email,Partial refund needed,"was promised a refund of $99.99 by a support agent on March 08, 2026, hasn't been processed yet.",Refund Request,Medium
TKT-100789,CUST-1469,2026-04-18 17:11,Chat,2FA code not received,"this needs to be resolved quickly please, it's affecting my work.",Account Access,Critical
TKT-100952,CUST-3912,2026-04-18 17:49,Web Form,New feature idea,Feature idea: let us tag and filter items by custom labels in dashboard.,Feature Request,Low
TKT-101117,CUST-2653,2026-04-18 17:56,Email,API integration not working,"The API integration is returning error ERR_AUTH_22 intermittently since February 02, 2026, breaking our automated workflows. Looking forward to your response.",Technical Issue,Critical
TKT-100087,CUST-5524,2026-04-18 23:31,Chat,Question about my invoice,"I see two separate charges of $39.99 on March 08, 2026, both labeled the same. Please investigate.",Billing Issue,High
TKT-101434,CUST-5411,2026-04-19 01:28,Web Form,Sync issue with team collaboration tool,Is anyone else experiencing issues with the team collaboration tool? Mine hasn't worked properly since the last update.,Technical Issue,Medium
TKT-101133,CUST-8933,2026-04-19 03:38,Chat,Refund amount incorrect,"Can I get a discount applied to my Pro Plan, I saw a promo code that wasn't reflected at checkout?",Refund Request,Low
TKT-100321,CUST-5263,2026-04-19 04:24,Web Form,Suggestion for search function improvement,"Hello, feature idea: let us tag and filter items by custom labels in search function.",Feature Request,Low
TKT-100228,CUST-7240,2026-04-19 06:33,Chat,Bug in reporting module,"Hello, could you check why the reporting module sync with our calendar stopped working since March 03, 2026?",Technical Issue,Medium
TKT-101653,CUST-4148,2026-04-19 08:32,Email,Refund not received yet,"I'm not satisfied with the office chair cushion, it's not what I expected, can I return it for a refund?",Refund Request,Low
TKT-100679,CUST-2269,2026-04-19 12:54,Web Form,Refund request for order ORD-86007,Could you walk me through how proration works when upgrading from Basic to Basic Plan? Appreciate the help.,Refund Request,Low
TKT-101234,CUST-8913,2026-04-19 13:31,Email,Unexpected charge of $99.99,"Hi team, not sure if this is the right place to ask, but I need help.",Billing Issue,Low
TKT-100814,CUST-3371,2026-04-19 15:16,Email,Package marked delivered but missing,Order ORD-70666 is stuck at 'processing' for over 5 days now with no movement.,Shipping & Delivery,Medium
TKT-102145,CUST-8721,2026-04-19 15:59,Chat,Refund request for order ORD-91311,"Hi team, i received the wrong item, ordered a phone case but got something completely different.",Refund Request,High
TKT-100740,CUST-1545,2026-04-19 17:13,Web Form,Order stuck in processing,"Hi, can you confirm if order ORD-73743 has shipped yet? Haven't gotten a confirmation email.",Shipping & Delivery,Low
TKT-100045,CUST-3900,2026-04-19 18:09,Web Form,Error ERR_9981 when using data export tool,"We're unable to generate reports through data export tool, it just spins forever and times out.",Technical Issue,High
TKT-101289,CUST-2425,2026-04-19 19:59,Chat,Duplicate charge on my account,Urgently need this resolved - I was double billed $199.99 for Enterprise Plan and my card limit is now maxed out.,Billing Issue,Critical
TKT-100558,CUST-9196,2026-04-19 20:24,Email,Error 500 Internal Server Error when using dashboard,I'm getting error 500 Internal Server Error every time I try to open the dashboard on my Android phone. It's been happening for 11 days now.,Technical Issue,High
TKT-100568,CUST-5183,2026-04-19 20:45,Chat,Account suspended,Can you merge my two accounts into one? I accidentally signed up twice with different emails. Appreciate the help.,Account Access,Low
TKT-100037,CUST-6896,2026-04-20 00:20,Chat,Invoice request,"Hi team, i want to cancel and get a refund for the annual Standard Plan, I no longer need it. Please advise.",Billing Issue,Medium
TKT-100525,CUST-1334,2026-04-20 04:17,Web Form,2FA code not received,How long does account verification usually take? Submitted my documents 12 days ago.,Account Access,Low
TKT-100434,CUST-5454,2026-04-20 06:06,Email,Requesting refund for Premium Plan,Still waiting on my $59.99 refund that was supposedly processed over 9 days ago. Thanks.,Refund Request,High
TKT-101988,CUST-6070,2026-04-20 06:45,Web Form,Sync issue with data export tool,"Just curious if there's a known issue with slow load times on Windows laptop browsers, seeing this a lot lately.",Technical Issue,Medium
TKT-100113,CUST-6597,2026-04-20 07:18,Email,Integration request,It would help a lot if dashboard had an offline mode for when we lose internet.,Feature Request,Medium
TKT-101161,CUST-2466,2026-04-20 08:32,Phone,Account suspended,"Hello Support, i'm an admin but suddenly can't access the billing section of our account anymore.",Account Access,Medium
TKT-101792,CUST-6977,2026-04-20 11:33,Chat,Damaged item received,"Hello Support, just want to double check the estimated delivery window for order ORD-73807.",Shipping & Delivery,Medium
TKT-101065,CUST-5632,2026-04-20 14:15,Web Form,calendar sync not working,"system keeps logging me out every few minutes while using the calendar sync, very disruptive. Thanks.",Technical Issue,High
TKT-101693,CUST-9052,2026-04-20 16:12,Phone,Unable to reset password,"Hello, can someone get back to me regarding this matter?",Account Access,Low
TKT-100533,CUST-8641,2026-04-20 18:06,Phone,Compatibility question,How does the phone case compare to your previous model in terms of battery life?,Product Inquiry,Low
TKT-102177,CUST-8081,2026-04-20 18:07,Chat,Package marked delivered but missing,"Hello, order ORD-97803 has been 'out for delivery' for three days straight without arriving. Appreciate the help.",Shipping & Delivery,Critical
TKT-101608,CUST-2897,2026-04-20 18:40,Web Form,Can't log in to my account,"account access is completely blocked for our whole team since this morning, please escalate. Thank you.",Account Access,Critical
TKT-102122,CUST-1619,2026-04-20 18:44,Web Form,Refund amount incorrect,"the replacement you sent for order ORD-96683 also arrived broken, I'd rather just get a refund now.",Refund Request,Critical
TKT-101570,CUST-6482,2026-04-20 18:57,Phone,Account recovery needed,I updated my phone number but 2FA still sends codes to my old number. Thanks.,Account Access,High
TKT-100846,CUST-4470,2026-04-20 21:43,Phone,Requesting refund for Basic Plan,"Hello Support, was promised a refund of $39.99 by a support agent on March 18, 2026, hasn't been processed yet.",Refund Request,Critical
TKT-100504,CUST-2043,2026-04-20 21:52,Phone,Compatibility question,Is the USB-C hub waterproof or just water-resistant?,Product Inquiry,Low
TKT-101043,CUST-5032,2026-04-20 23:02,Chat,Requesting refund for Standard Plan,"Received someone else's order instead of mine, the packing slip has a different name on it. Please advise.",Refund Request,High
TKT-100787,CUST-5260,2026-04-20 23:56,Web Form,Pro Plan vs Annual Membership comparison,Curious if data export tool works offline or requires constant internet connection. Looking forward to your response.,Product Inquiry,Low
TKT-102190,CUST-5563,2026-04-21 01:52,Email,Partial refund needed,"my package never came and tracking just stopped updating since January 29, 2026, kinda annoyed tbh",Refund Request,Medium
TKT-100578,CUST-7429,2026-04-21 03:30,Email,Feature suggestion for data export tool,"Does the Pro Plan include access to data export tool, or is that a separate add-on?",Feature Request,Low
TKT-101195,CUST-5739,2026-04-21 04:45,Chat,Wrong item received,Can you confirm if order ORD-49522 has shipped yet? Haven't gotten a confirmation email.,Shipping & Delivery,Low
TKT-101087,CUST-3640,2026-04-21 05:44,Web Form,New feature idea,"Any chance of adding a dark theme option across the whole platform, not just API integration?",Feature Request,Low
TKT-101691,CUST-9704,2026-04-21 05:59,Chat,Invoice request,"There's a $9.99 charge on my statement I don't recognize, can you clarify what this is for?",Billing Issue,High
TKT-101910,CUST-5771,2026-04-21 07:11,Email,Refund not received yet,"Requesting a refund for my Annual Membership subscription, I was charged but never used the service.",Refund Request,Medium
TKT-101850,CUST-3911,2026-04-21 09:38,Phone,Package marked delivered but missing,Order ORD-63067 has been 'out for delivery' for three days straight without arriving.,Shipping & Delivery,Critical
TKT-100983,CUST-6785,2026-04-21 13:34,Email,Platform down,"After updating the app, the notification settings button is missing entirely from the menu.",Technical Issue,Medium
TKT-100973,CUST-6937,2026-04-21 16:47,Email,Requesting refund for Enterprise Plan,"i'd like to request expedited shipping for order ORD-92938, is that possible after the order's placed?",Refund Request,Low
TKT-101105,CUST-3547,2026-04-21 19:18,Email,Billing discrepancy,"Billing cycle seems off, I was charged on February 07, 2026 instead of my usual billing date. Thanks.",Billing Issue,Medium
TKT-101301,CUST-8259,2026-04-21 19:41,Phone,App crashing on Firefox browser,"I'm confused about what's going on, can you clarify? Appreciate the help.",Technical Issue,Low
TKT-101943,CUST-4788,2026-04-21 22:30,Email,Request: dark mode support,"Suggesting an API rate limit increase for the Basic Plan tier, we're hitting limits often. Thank you.",Feature Request,Medium
TKT-100630,CUST-4232,2026-04-21 23:46,Phone,Duplicate charge on my account,"Hi, i was billed for the Enterprise Plan even though I cancelled it back on February 05, 2026.",Billing Issue,High
TKT-100320,CUST-1639,2026-04-22 00:09,Phone,Damaged item received,"I need assistance, please respond when you get a chance. Looking forward to your response.",Shipping & Delivery,Low
TKT-100892,CUST-1100,2026-04-22 01:12,Chat,Refund not received yet,"Billing cycle seems off, I was charged on February 05, 2026 instead of my usual billing date.",Refund Request,High
TKT-100998,CUST-5761,2026-04-22 06:34,Web Form,Sync issue with search function,"I noticed the search function is loading really slowly today, takes almost a minute to respond.",Technical Issue,Medium
TKT-101972,CUST-4401,2026-04-22 06:35,Email,Order stuck in processing,"Received only part of my order, the portable charger is missing from the package.",Shipping & Delivery,Medium
TKT-100121,CUST-6936,2026-04-22 07:02,Web Form,Shipping address change request,"The packaging for the USB-C hub was completely soaked, looks like water damage. Appreciate the help.",Shipping & Delivery,Medium
TKT-101900,CUST-4697,2026-04-22 07:30,Phone,Unable to reset password,"My session keeps expiring every few minutes, having to log in repeatedly is really annoying. Thanks.",Account Access,Medium
TKT-101417,CUST-5114,2026-04-22 09:45,Phone,Refund request for order ORD-58575,"Hello, i'd like to dispute a charge and request a refund, the noise-cancelling earbuds was never delivered.",Refund Request,Critical
TKT-101305,CUST-3938,2026-04-22 10:55,Email,Can't log in to my account,"Hi, how do I change the email address linked to my account?",Account Access,Medium
TKT-100759,CUST-6566,2026-04-22 12:01,Chat,Requesting refund for Standard Plan,Is there a restocking fee if I return the USB-C hub for a refund?,Refund Request,Low
TKT-102010,CUST-3713,2026-04-22 13:27,Email,2FA code not received,"My account shows as suspended, I have no idea why. Please help urgently, I need this for work.",Account Access,Critical
TKT-101465,CUST-3532,2026-04-22 14:58,Email,New feature idea,"It would be great if the billing portal supported dark mode, staring at the bright screen at night is rough.",Feature Request,Low
TKT-102192,CUST-4029,2026-04-22 15:41,Phone,Shipping address change request,"Hello Support, how long does standard shipping usually take for orders to my region?",Shipping & Delivery,Low
TKT-101140,CUST-3257,2026-04-22 22:13,Email,Platform down,"The data export tool has been completely down since March 21, 2026 and I can't get any work done. This is extremely urgent, please fix it ASAP.",Technical Issue,Critical
TKT-101562,CUST-5554,2026-04-22 23:29,Email,Bug in mobile app,"can't change my username, the field is greyed out in settings.",Technical Issue,Low
TKT-101845,CUST-8637,2026-04-22 23:52,Chat,Requesting refund for Pro Plan,"pls refund my money for Pro Plan, cancelled weeks ago and still got charged $14.99",Refund Request,High
TKT-101720,CUST-4926,2026-04-23 00:18,Phone,Compatibility question,Does upgrading from Annual Membership to Premium Plan carry over my existing data automatically?,Product Inquiry,Low
TKT-100102,CUST-6359,2026-04-23 00:56,Chat,Question about my invoice,How do I update my payment method for the Enterprise Plan subscription? Please advise.,Billing Issue,Medium
TKT-101448,CUST-5676,2026-04-23 01:15,Email,Duplicate charge on my account,"My card was charged $129.99 on May 17, 2026 but I never authorized this transaction.",Billing Issue,Critical
TKT-101611,CUST-6131,2026-04-23 03:30,Phone,Account suspended,"hello Support, my session keeps expiring every few minutes, having to log in repeatedly is really annoying.",Account Access,Medium
TKT-101432,CUST-2150,2026-04-23 04:55,Email,Feature suggestion for two-factor authentication,"Can I try the office chair cushion in person at a physical store, or is it online-only? Thanks.",Feature Request,Low
TKT-100640,CUST-1616,2026-04-23 08:48,Web Form,Requesting refund for Enterprise Plan,"Hello Support, i'm not seeing the credit u mentioned applied to my account after the support call on March 31, 2026.",Refund Request,Medium
TKT-100300,CUST-5557,2026-04-23 09:23,Email,Unable to load two-factor authentication,"Hello, the two-factor authentication has been completely down since January 30, 2026 and I can't get any work done. This is extremely urgent, please fix it ASAP. Thanks.",Technical Issue,Critical
TKT-101640,CUST-8401,2026-04-23 09:45,Web Form,Request: dark mode support,Could you add two-way calendar sync to dark mode setting? Right now it's only one direction. Please advise.,Feature Request,Low
TKT-100289,CUST-2963,2026-04-23 12:28,Chat,Feature suggestion for API integration,Please add a way to schedule reports in API integration instead of generating them manually each time. Thanks.,Feature Request,Low
TKT-100005,CUST-3020,2026-04-23 12:38,Web Form,New feature idea,Would it be possible to integrate mobile app with Slack for real-time alerts?,Feature Request,Low
TKT-101352,CUST-8851,2026-04-23 13:33,Email,Platform down,Performance has degraded a lot recently - everything in mobile app takes 3-4x longer to load than before. Thanks.,Technical Issue,Medium
TKT-101134,CUST-7440,2026-04-23 18:09,Phone,Invoice request,Urgently need this resolved - I was double billed $39.99 for Pro Plan and my card limit is now maxed out.,Billing Issue,Critical
TKT-100076,CUST-5530,2026-04-24 00:30,Phone,Platform down,"Getting a blank white screen when I try to load the dashboard on Chrome browser. Tried clearing cache, didn't help. Thank you.",Technical Issue,High
TKT-102041,CUST-2479,2026-04-24 04:03,Web Form,Suggestion for calendar sync improvement,Would love to see keyboard shortcuts added to the calendar sync for power users. Looking forward to your response.,Feature Request,Low
TKT-101875,CUST-3898,2026-04-24 04:25,Email,Partial refund needed,"Refund request for order ORD-51327 - changed my mind, no longer need the item.",Refund Request,Low
TKT-101581,CUST-2658,2026-04-24 07:54,Chat,Can't log in to my account,The app crashes immediately after I open it on my iPhone. I've tried reinstalling twice already.,Account Access,Critical
TKT-100503,CUST-3530,2026-04-24 09:41,Chat,Requesting refund for Premium Plan,"Hello, your return policy mentions a window of 11 days, am I still eligible to request a refund for order ORD-93185?",Refund Request,Low
TKT-100621,CUST-1534,2026-04-24 11:07,Chat,Unexpected charge of $19.99,Could you walk me through how proration works when upgrading from Basic to Premium Plan? Looking forward to your response.,Billing Issue,Low
